Time_s,Hour,Network_Type,Node_ID,Total_MHz,Remaining_MHz,Utilization_%,Active_Users
0,Hour 0.0,5G_TN,Tower_12,100.0,86.56573148172012,13.43,52
0,Hour 0.0,5G_TN,Tower_2,100.0,92.86168777317671,7.14,24
0,Hour 0.0,5G_TN,Tower_24,100.0,94.23023585541058,5.77,47
0,Hour 0.0,5G_TN,Tower_6,100.0,95.29548391507936,4.7,33
0,Hour 0.0,5G_TN,Tower_45,100.0,93.77429476179226,6.23,17
0,Hour 0.0,5G_TN,Tower_1,100.0,96.96507527249557,3.03,14
0,Hour 0.0,5G_TN,Tower_9,100.0,95.58324195032301,4.42,10
0,Hour 0.0,5G_TN,Tower_14,100.0,99.62466939145666,0.38,5
0,Hour 0.0,LEO_NTN,Sat_STARLINK-SHE-066-003,1280.0,800.0,37.5,269
0,Hour 0.0,LEO_NTN,Sat_STARLINK-SHE-048-007,1280.0,1120.0,12.5,93
0,Hour 0.0,LEO_NTN,Sat_STARLINK-SHE-067-003,1280.0,1160.0,9.38,92
0,Hour 0.0,LEO_NTN,Sat_STARLINK-SHE-060-004,1280.0,1000.0,21.88,28
0,Hour 0.0,LEO_NTN,Sat_STARLINK-SHE-056-005,1280.0,1040.0,18.75,17
0,Hour 0.0,LEO_NTN,Sat_STARLINK-SHE-054-005,1280.0,1000.0,21.88,27
0,Hour 0.0,LEO_NTN,Sat_STARLINK-SHE-052-006,1280.0,1120.0,12.5,12
0,Hour 0.0,LEO_NTN,Sat_STARLINK-SHE-059-004,1280.0,1040.0,18.75,18
0,Hour 0.0,LEO_NTN,Sat_STARLINK-SHE-051-006,1280.0,960.0,25.0,34
0,Hour 0.0,LEO_NTN,Sat_STARLINK-SHE-050-006,1280.0,1040.0,18.75,16
0,Hour 0.0,LEO_NTN,Sat_STARLINK-SHE-049-006,1280.0,1160.0,9.38,8
0,Hour 0.0,LEO_NTN,Sat_STARLINK-SHE-061-004,1280.0,1040.0,18.75,19
0,Hour 0.0,LEO_NTN,Sat_STARLINK-SHE-055-005,1280.0,880.0,31.25,49
0,Hour 0.0,LEO_NTN,Sat_STARLINK-SHE-065-003,1280.0,1120.0,12.5,10
0,Hour 0.0,LEO_NTN,Sat_STARLINK-SHE-047-007,1280.0,1240.0,3.12,1
3600,Hour 1.0,5G_TN,Tower_12,100.0,91.89024608683638,8.11,48
3600,Hour 1.0,5G_TN,Tower_2,100.0,90.87940563570271,9.12,24
3600,Hour 1.0,5G_TN,Tower_24,100.0,94.42588810174352,5.57,45
3600,Hour 1.0,5G_TN,Tower_6,100.0,95.02441370615054,4.98,32
3600,Hour 1.0,5G_TN,Tower_45,100.0,93.70914907759497,6.29,17
3600,Hour 1.0,5G_TN,Tower_1,100.0,97.3240938219283,2.68,14
3600,Hour 1.0,5G_TN,Tower_9,100.0,94.72411313138136,5.28,11
3600,Hour 1.0,5G_TN,Tower_14,100.0,99.67116362683548,0.33,5
3600,Hour 1.0,LEO_NTN,Sat_STARLINK-SHE-052-015,1280.0,1200.0,6.25,200
3600,Hour 1.0,LEO_NTN,Sat_STARLINK-SHE-069-011,1280.0,840.0,34.38,126
3600,Hour 1.0,LEO_NTN,Sat_STARLINK-SHE-070-011,1280.0,960.0,25.0,143
3600,Hour 1.0,LEO_NTN,Sat_STARLINK-SHE-064-012,1280.0,1080.0,15.62,20
3600,Hour 1.0,LEO_NTN,Sat_STARLINK-SHE-059-013,1280.0,840.0,34.38,55
3600,Hour 1.0,LEO_NTN,Sat_STARLINK-SHE-058-013,1280.0,920.0,28.12,38
3600,Hour 1.0,LEO_NTN,Sat_STARLINK-SHE-055-014,1280.0,960.0,25.0,33
3600,Hour 1.0,LEO_NTN,Sat_STARLINK-SHE-063-012,1280.0,1080.0,15.62,17
3600,Hour 1.0,LEO_NTN,Sat_STARLINK-SHE-054-014,1280.0,960.0,25.0,22
3600,Hour 1.0,LEO_NTN,Sat_STARLINK-SHE-053-014,1280.0,1000.0,21.88,20
3600,Hour 1.0,LEO_NTN,Sat_STARLINK-SHE-065-012,1280.0,1120.0,12.5,17
3600,Hour 1.0,LEO_NTN,Sat_STARLINK-SHE-051-015,1280.0,1160.0,9.38,11
3600,Hour 1.0,LEO_NTN,Sat_STARLINK-SHE-060-013,1280.0,1160.0,9.38,3
3600,Hour 1.0,LEO_NTN,Sat_STARLINK-SHE-062-012,1280.0,1200.0,6.25,2
3600,Hour 1.0,LEO_NTN,Sat_STARLINK-SHE-057-013,1280.0,1240.0,3.12,1
3600,Hour 1.0,LEO_NTN,Sat_STARLINK-SHE-056-014,1280.0,1240.0,3.12,1
7200,Hour 2.0,5G_TN,Tower_12,100.0,87.72387742338229,12.28,48
7200,Hour 2.0,5G_TN,Tower_2,100.0,95.43690667878668,4.56,22
7200,Hour 2.0,5G_TN,Tower_24,100.0,94.42384047285634,5.58,44
7200,Hour 2.0,5G_TN,Tower_6,100.0,94.89866397866147,5.1,32
7200,Hour 2.0,5G_TN,Tower_45,100.0,94.16182859312603,5.84,17
7200,Hour 2.0,5G_TN,Tower_1,100.0,97.17978464345946,2.82,14
7200,Hour 2.0,5G_TN,Tower_9,100.0,97.7574363658261,2.24,10
7200,Hour 2.0,5G_TN,Tower_14,100.0,99.58299511952795,0.42,5
7200,Hour 2.0,LEO_NTN,Sat_STARLINK-SHE-001-020,1280.0,880.0,31.25,267
7200,Hour 2.0,LEO_NTN,Sat_STARLINK-SHE-055-001,1280.0,1080.0,15.62,99
7200,Hour 2.0,LEO_NTN,Sat_STARLINK-SHE-002-020,1280.0,1160.0,9.38,96
7200,Hour 2.0,LEO_NTN,Sat_STARLINK-SHE-058-000,1280.0,1000.0,21.88,31
7200,Hour 2.0,LEO_NTN,Sat_STARLINK-SHE-063-021,1280.0,960.0,25.0,30
7200,Hour 2.0,LEO_NTN,Sat_STARLINK-SHE-061-021,1280.0,1080.0,15.62,16
7200,Hour 2.0,LEO_NTN,Sat_STARLINK-SHE-059-000,1280.0,880.0,31.25,44
7200,Hour 2.0,LEO_NTN,Sat_STARLINK-SHE-057-000,1280.0,1000.0,21.88,22
7200,Hour 2.0,LEO_NTN,Sat_STARLINK-SHE-068-020,1280.0,1080.0,15.62,18
7200,Hour 2.0,LEO_NTN,Sat_STARLINK-SHE-067-020,1280.0,1040.0,18.75,17
7200,Hour 2.0,LEO_NTN,Sat_STARLINK-SHE-066-020,1280.0,1120.0,12.5,10
7200,Hour 2.0,LEO_NTN,Sat_STARLINK-SHE-062-021,1280.0,800.0,37.5,52
7200,Hour 2.0,LEO_NTN,Sat_STARLINK-SHE-064-021,1280.0,1240.0,3.12,1
7200,Hour 2.0,LEO_NTN,Sat_STARLINK-SHE-054-001,1280.0,1240.0,3.12,1
7200,Hour 2.0,LEO_NTN,Sat_STARLINK-SHE-056-000,1280.0,1240.0,3.12,1
7200,Hour 2.0,LEO_NTN,Sat_STARLINK-SHE-000-020,1280.0,1160.0,9.38,8
10800,Hour 3.0,5G_TN,Tower_12,100.0,90.42439082443435,9.58,46
10800,Hour 3.0,5G_TN,Tower_2,100.0,92.69946452454131,7.3,23
10800,Hour 3.0,5G_TN,Tower_24,100.0,95.66961586608458,4.33,43
10800,Hour 3.0,5G_TN,Tower_6,100.0,95.34548299511547,4.65,31
10800,Hour 3.0,5G_TN,Tower_45,100.0,92.53422440687477,7.47,16
10800,Hour 3.0,5G_TN,Tower_1,100.0,96.10068399071113,3.9,14
10800,Hour 3.0,5G_TN,Tower_9,100.0,97.79315310325346,2.21,10
10800,Hour 3.0,5G_TN,Tower_14,100.0,99.64113310547314,0.36,5
10800,Hour 3.0,LEO_NTN,Sat_STARLINK-SHE-059-009,1280.0,920.0,28.12,310
10800,Hour 3.0,LEO_NTN,Sat_STARLINK-SHE-004-006,1280.0,1080.0,15.62,96
10800,Hour 3.0,LEO_NTN,Sat_STARLINK-SHE-060-009,1280.0,1240.0,3.12,35
10800,Hour 3.0,LEO_NTN,Sat_STARLINK-SHE-062-008,1280.0,1080.0,15.62,18
10800,Hour 3.0,LEO_NTN,Sat_STARLINK-SHE-058-009,1280.0,960.0,25.0,46
10800,Hour 3.0,LEO_NTN,Sat_STARLINK-SHE-067-007,1280.0,1000.0,21.88,26
10800,Hour 3.0,LEO_NTN,Sat_STARLINK-SHE-065-007,1280.0,1040.0,18.75,21
10800,Hour 3.0,LEO_NTN,Sat_STARLINK-SHE-000-007,1280.0,880.0,31.25,43
10800,Hour 3.0,LEO_NTN,Sat_STARLINK-SHE-060-008,1280.0,1080.0,15.62,13
10800,Hour 3.0,LEO_NTN,Sat_STARLINK-SHE-071-006,1280.0,1000.0,21.88,20
10800,Hour 3.0,LEO_NTN,Sat_STARLINK-SHE-070-006,1280.0,1040.0,18.75,16
10800,Hour 3.0,LEO_NTN,Sat_STARLINK-SHE-066-007,1280.0,800.0,37.5,54
10800,Hour 3.0,LEO_NTN,Sat_STARLINK-SHE-063-008,1280.0,1240.0,3.12,3
10800,Hour 3.0,LEO_NTN,Sat_STARLINK-SHE-061-008,1280.0,1080.0,15.62,18
10800,Hour 3.0,LEO_NTN,Sat_STARLINK-SHE-001-007,1280.0,1240.0,3.12,1
14400,Hour 4.0,5G_TN,Tower_12,100.0,91.03114932417604,8.97,48
14400,Hour 4.0,5G_TN,Tower_2,100.0,93.6469050526427,6.35,20
14400,Hour 4.0,5G_TN,Tower_24,100.0,94.0251678908594,5.97,42
14400,Hour 4.0,5G_TN,Tower_6,100.0,95.80237730056481,4.2,32
14400,Hour 4.0,5G_TN,Tower_45,100.0,91.4837554452441,8.52,19
14400,Hour 4.0,5G_TN,Tower_1,100.0,96.62933504510045,3.37,15
14400,Hour 4.0,5G_TN,Tower_9,100.0,94.41011166549214,5.59,10
14400,Hour 4.0,5G_TN,Tower_14,100.0,99.58611250147895,0.41,5
14400,Hour 4.0,LEO_NTN,Sat_STARLINK-SHE-008-014,1280.0,1120.0,12.5,280
14400,Hour 4.0,LEO_NTN,Sat_STARLINK-SHE-063-017,1280.0,1080.0,15.62,129
14400,Hour 4.0,LEO_NTN,Sat_STARLINK-SHE-065-016,1280.0,1040.0,18.75,27
14400,Hour 4.0,LEO_NTN,Sat_STARLINK-SHE-062-017,1280.0,840.0,34.38,72
14400,Hour 4.0,LEO_NTN,Sat_STARLINK-SHE-070-015,1280.0,880.0,31.25,52
14400,Hour 4.0,LEO_NTN,Sat_STARLINK-SHE-069-015,1280.0,920.0,28.12,32
14400,Hour 4.0,LEO_NTN,Sat_STARLINK-SHE-003-015,1280.0,960.0,25.0,33
14400,Hour 4.0,LEO_NTN,Sat_STARLINK-SHE-004-015,1280.0,1040.0,18.75,15
14400,Hour 4.0,LEO_NTN,Sat_STARLINK-SHE-066-016,1280.0,1120.0,12.5,19
14400,Hour 4.0,LEO_NTN,Sat_STARLINK-SHE-064-016,1280.0,1080.0,15.62,21
14400,Hour 4.0,LEO_NTN,Sat_STARLINK-SHE-007-014,1280.0,1200.0,6.25,5
14400,Hour 4.0,LEO_NTN,Sat_STARLINK-SHE-002-015,1280.0,960.0,25.0,20
14400,Hour 4.0,LEO_NTN,Sat_STARLINK-SHE-071-015,1280.0,1160.0,9.38,6
14400,Hour 4.0,LEO_NTN,Sat_STARLINK-SHE-063-016,1280.0,1200.0,6.25,2
14400,Hour 4.0,LEO_NTN,Sat_STARLINK-SHE-001-015,1280.0,1200.0,6.25,4
14400,Hour 4.0,LEO_NTN,Sat_STARLINK-SHE-061-017,1280.0,1200.0,6.25,6
14400,Hour 4.0,LEO_NTN,Sat_STARLINK-SHE-068-015,1280.0,1240.0,3.12,1
18000,Hour 5.0,5G_TN,Tower_12,100.0,83.50003919900831,16.5,47
18000,Hour 5.0,5G_TN,Tower_2,100.0,94.84682857978062,5.15,18
18000,Hour 5.0,5G_TN,Tower_24,100.0,94.58964232776532,5.41,42
18000,Hour 5.0,5G_TN,Tower_6,100.0,94.33295965668272,5.67,32
18000,Hour 5.0,5G_TN,Tower_45,100.0,94.37254647230517,5.63,17
18000,Hour 5.0,5G_TN,Tower_1,100.0,95.75305183113656,4.25,15
18000,Hour 5.0,5G_TN,Tower_9,100.0,93.85335962904195,6.15,9
18000,Hour 5.0,5G_TN,Tower_14,100.0,99.69124393737951,0.31,4
18000,Hour 5.0,LEO_NTN,Sat_STARLINK-SHE-066-003,1280.0,840.0,34.38,331
18000,Hour 5.0,LEO_NTN,Sat_STARLINK-SHE-011-000,1280.0,1080.0,15.62,100
18000,Hour 5.0,LEO_NTN,Sat_STARLINK-SHE-067-003,1280.0,1240.0,3.12,36
18000,Hour 5.0,LEO_NTN,Sat_STARLINK-SHE-069-002,1280.0,1040.0,18.75,26
18000,Hour 5.0,LEO_NTN,Sat_STARLINK-SHE-067-002,1280.0,1120.0,12.5,13
18000,Hour 5.0,LEO_NTN,Sat_STARLINK-SHE-065-003,1280.0,1000.0,21.88,36
18000,Hour 5.0,LEO_NTN,Sat_STARLINK-SHE-002-002,1280.0,920.0,28.12,32
18000,Hour 5.0,LEO_NTN,Sat_STARLINK-SHE-007-001,1280.0,920.0,28.12,40
18000,Hour 5.0,LEO_NTN,Sat_STARLINK-SHE-070-002,1280.0,1160.0,9.38,14
18000,Hour 5.0,LEO_NTN,Sat_STARLINK-SHE-068-002,1280.0,1040.0,18.75,27
18000,Hour 5.0,LEO_NTN,Sat_STARLINK-SHE-001-002,1280.0,880.0,31.25,43
18000,Hour 5.0,LEO_NTN,Sat_STARLINK-SHE-005-001,1280.0,1080.0,15.62,12
18000,Hour 5.0,LEO_NTN,Sat_STARLINK-SHE-000-002,1280.0,1200.0,6.25,7
18000,Hour 5.0,LEO_NTN,Sat_STARLINK-SHE-006-001,1280.0,1000.0,21.88,20
18000,Hour 5.0,LEO_NTN,Sat_STARLINK-SHE-003-002,1280.0,1240.0,3.12,1
18000,Hour 5.0,LEO_NTN,Sat_STARLINK-SHE-008-001,1280.0,1200.0,6.25,2
21600,Hour 6.0,5G_TN,Tower_12,100.0,89.34345081187715,10.66,46
21600,Hour 6.0,5G_TN,Tower_2,100.0,88.38436956858304,11.62,19
21600,Hour 6.0,5G_TN,Tower_24,100.0,92.56054309847482,7.44,47
21600,Hour 6.0,5G_TN,Tower_6,100.0,93.90299342606156,6.1,31
21600,Hour 6.0,5G_TN,Tower_45,100.0,94.24948922236847,5.75,17
21600,Hour 6.0,5G_TN,Tower_1,100.0,96.73968264976499,3.26,12
21600,Hour 6.0,5G_TN,Tower_9,100.0,95.01132950445368,4.99,8
21600,Hour 6.0,5G_TN,Tower_14,100.0,99.62829111647895,0.37,4
21600,Hour 6.0,LEO_NTN,Sat_STARLINK-SHE-069-011,1280.0,840.0,34.38,332
21600,Hour 6.0,LEO_NTN,Sat_STARLINK-SHE-070-011,1280.0,1040.0,18.75,145
21600,Hour 6.0,LEO_NTN,Sat_STARLINK-SHE-001-011,1280.0,1040.0,18.75,29
21600,Hour 6.0,LEO_NTN,Sat_STARLINK-SHE-010-009,1280.0,1120.0,12.5,18
21600,Hour 6.0,LEO_NTN,Sat_STARLINK-SHE-011-009,1280.0,960.0,25.0,37
21600,Hour 6.0,LEO_NTN,Sat_STARLINK-SHE-006-010,1280.0,1040.0,18.75,20
21600,Hour 6.0,LEO_NTN,Sat_STARLINK-SHE-015-008,1280.0,1200.0,6.25,17
21600,Hour 6.0,LEO_NTN,Sat_STARLINK-SHE-071-010,1280.0,1040.0,18.75,31
21600,Hour 6.0,LEO_NTN,Sat_STARLINK-SHE-004-010,1280.0,1080.0,15.62,12
21600,Hour 6.0,LEO_NTN,Sat_STARLINK-SHE-005-010,1280.0,840.0,34.38,50
21600,Hour 6.0,LEO_NTN,Sat_STARLINK-SHE-000-011,1280.0,960.0,25.0,33
21600,Hour 6.0,LEO_NTN,Sat_STARLINK-SHE-014-008,1280.0,1200.0,6.25,5
21600,Hour 6.0,LEO_NTN,Sat_STARLINK-SHE-067-011,1280.0,1200.0,6.25,3
21600,Hour 6.0,LEO_NTN,Sat_STARLINK-SHE-009-009,1280.0,1160.0,9.38,7
21600,Hour 6.0,LEO_NTN,Sat_STARLINK-SHE-066-011,1280.0,1240.0,3.12,1
21600,Hour 6.0,LEO_NTN,Sat_STARLINK-SHE-068-011,1280.0,1200.0,6.25,7
21600,Hour 6.0,LEO_NTN,Sat_STARLINK-SHE-002-011,1280.0,1240.0,3.12,3
25200,Hour 7.0,5G_TN,Tower_12,100.0,83.88456116000569,16.12,49
25200,Hour 7.0,5G_TN,Tower_2,100.0,93.03177975503975,6.97,19
25200,Hour 7.0,5G_TN,Tower_24,100.0,91.20987206871976,8.79,42
25200,Hour 7.0,5G_TN,Tower_6,100.0,94.06003604424532,5.94,24
25200,Hour 7.0,5G_TN,Tower_45,100.0,83.99593811215904,16.0,21
25200,Hour 7.0,5G_TN,Tower_1,100.0,95.18280296390792,4.82,14
25200,Hour 7.0,5G_TN,Tower_9,100.0,90.87161256888776,9.13,12
25200,Hour 7.0,5G_TN,Tower_14,100.0,99.68779939019907,0.31,3
25200,Hour 7.0,LEO_NTN,Sat_STARLINK-SHE-015-017,1280.0,800.0,37.5,327
25200,Hour 7.0,LEO_NTN,Sat_STARLINK-SHE-069-020,1280.0,1120.0,12.5,98
25200,Hour 7.0,LEO_NTN,Sat_STARLINK-SHE-016-017,1280.0,1200.0,6.25,56
25200,Hour 7.0,LEO_NTN,Sat_STARLINK-SHE-009-018,1280.0,960.0,25.0,29
25200,Hour 7.0,LEO_NTN,Sat_STARLINK-SHE-014-017,1280.0,1080.0,15.62,31
25200,Hour 7.0,LEO_NTN,Sat_STARLINK-SHE-008-018,1280.0,1040.0,18.75,29
25200,Hour 7.0,LEO_NTN,Sat_STARLINK-SHE-000-020,1280.0,1040.0,18.75,34
25200,Hour 7.0,LEO_NTN,Sat_STARLINK-SHE-004-019,1280.0,880.0,31.25,54
25200,Hour 7.0,LEO_NTN,Sat_STARLINK-SHE-001-020,1280.0,1120.0,12.5,12
25200,Hour 7.0,LEO_NTN,Sat_STARLINK-SHE-070-019,1280.0,1120.0,12.5,9
25200,Hour 7.0,LEO_NTN,Sat_STARLINK-SHE-003-019,1280.0,1040.0,18.75,23
25200,Hour 7.0,LEO_NTN,Sat_STARLINK-SHE-010-018,1280.0,1080.0,15.62,25
25200,Hour 7.0,LEO_NTN,Sat_STARLINK-SHE-071-019,1280.0,1000.0,21.88,21
25200,Hour 7.0,LEO_NTN,Sat_STARLINK-SHE-005-019,1280.0,1160.0,9.38,5
25200,Hour 7.0,LEO_NTN,Sat_STARLINK-SHE-068-020,1280.0,1240.0,3.12,1
25200,Hour 7.0,LEO_NTN,Sat_STARLINK-SHE-007-018,1280.0,1200.0,6.25,2
25200,Hour 7.0,LEO_NTN,Sat_STARLINK-SHE-002-019,1280.0,1240.0,3.12,1
28800,Hour 8.0,5G_TN,Tower_12,100.0,84.33795565185315,15.66,50
28800,Hour 8.0,5G_TN,Tower_2,100.0,85.56923852336934,14.43,18
28800,Hour 8.0,5G_TN,Tower_24,100.0,90.93784468660908,9.06,37
28800,Hour 8.0,5G_TN,Tower_6,100.0,92.30042815570744,7.7,25
28800,Hour 8.0,5G_TN,Tower_45,100.0,93.69194170346924,6.31,18
28800,Hour 8.0,5G_TN,Tower_1,100.0,94.98854715790776,5.01,12
28800,Hour 8.0,5G_TN,Tower_9,100.0,94.27224831629476,5.73,10
28800,Hour 8.0,5G_TN,Tower_14,100.0,99.55372043698407,0.45,3
28800,Hour 8.0,LEO_NTN,Sat_STARLINK-SHE-001-007,1280.0,1200.0,6.25,158
28800,Hour 8.0,LEO_NTN,Sat_STARLINK-SHE-000-007,1280.0,1120.0,12.5,108
28800,Hour 8.0,LEO_NTN,Sat_STARLINK-SHE-019-003,1280.0,1000.0,21.88,179
28800,Hour 8.0,LEO_NTN,Sat_STARLINK-SHE-013-004,1280.0,1040.0,18.75,29
28800,Hour 8.0,LEO_NTN,Sat_STARLINK-SHE-018-003,1280.0,840.0,34.38,84
28800,Hour 8.0,LEO_NTN,Sat_STARLINK-SHE-006-005,1280.0,1200.0,6.25,9
28800,Hour 8.0,LEO_NTN,Sat_STARLINK-SHE-007-005,1280.0,880.0,31.25,52
28800,Hour 8.0,LEO_NTN,Sat_STARLINK-SHE-003-006,1280.0,1000.0,21.88,19
28800,Hour 8.0,LEO_NTN,Sat_STARLINK-SHE-008-005,1280.0,920.0,28.12,36
28800,Hour 8.0,LEO_NTN,Sat_STARLINK-SHE-004-006,1280.0,960.0,25.0,36
28800,Hour 8.0,LEO_NTN,Sat_STARLINK-SHE-012-004,1280.0,1040.0,18.75,26
28800,Hour 8.0,LEO_NTN,Sat_STARLINK-SHE-002-006,1280.0,960.0,25.0,20
28800,Hour 8.0,LEO_NTN,Sat_STARLINK-SHE-011-004,1280.0,1160.0,9.38,6
28800,Hour 8.0,LEO_NTN,Sat_STARLINK-SHE-014-004,1280.0,1160.0,9.38,15
28800,Hour 8.0,LEO_NTN,Sat_STARLINK-SHE-009-005,1280.0,1240.0,3.12,1
32400,Hour 9.0,5G_TN,Tower_12,100.0,79.82538198716156,20.17,43
32400,Hour 9.0,5G_TN,Tower_2,100.0,88.64137698437742,11.36,18
32400,Hour 9.0,5G_TN,Tower_24,100.0,89.08284981421941,10.92,32
32400,Hour 9.0,5G_TN,Tower_6,100.0,91.89406692909135,8.11,24
32400,Hour 9.0,5G_TN,Tower_45,100.0,76.25016070763716,23.75,17
32400,Hour 9.0,5G_TN,Tower_1,100.0,96.97846826135248,3.02,10
32400,Hour 9.0,5G_TN,Tower_9,100.0,89.35085426920897,10.65,10
32400,Hour 9.0,5G_TN,Tower_14,100.0,99.17193188675981,0.83,4
32400,Hour 9.0,LEO_NTN,Sat_STARLINK-SHE-004-015,1280.0,1080.0,15.62,261
32400,Hour 9.0,LEO_NTN,Sat_STARLINK-SHE-023-011,1280.0,1160.0,9.38,126
32400,Hour 9.0,LEO_NTN,Sat_STARLINK-SHE-022-011,1280.0,800.0,37.5,130
32400,Hour 9.0,LEO_NTN,Sat_STARLINK-SHE-021-011,1280.0,1120.0,12.5,24
32400,Hour 9.0,LEO_NTN,Sat_STARLINK-SHE-017-012,1280.0,1080.0,15.62,26
32400,Hour 9.0,LEO_NTN,Sat_STARLINK-SHE-007-014,1280.0,880.0,31.25,37
32400,Hour 9.0,LEO_NTN,Sat_STARLINK-SHE-010-013,1280.0,1080.0,15.62,24
32400,Hour 9.0,LEO_NTN,Sat_STARLINK-SHE-012-013,1280.0,1040.0,18.75,25
32400,Hour 9.0,LEO_NTN,Sat_STARLINK-SHE-008-014,1280.0,1000.0,21.88,28
32400,Hour 9.0,LEO_NTN,Sat_STARLINK-SHE-015-012,1280.0,1160.0,9.38,15
32400,Hour 9.0,LEO_NTN,Sat_STARLINK-SHE-011-013,1280.0,800.0,37.5,54
32400,Hour 9.0,LEO_NTN,Sat_STARLINK-SHE-005-014,1280.0,1120.0,12.5,9
32400,Hour 9.0,LEO_NTN,Sat_STARLINK-SHE-006-014,1280.0,1000.0,21.88,23
32400,Hour 9.0,LEO_NTN,Sat_STARLINK-SHE-016-012,1280.0,1120.0,12.5,12
32400,Hour 9.0,LEO_NTN,Sat_STARLINK-SHE-003-015,1280.0,1240.0,3.12,1
36000,Hour 10.0,5G_TN,Tower_12,100.0,72.98730678249235,27.01,42
36000,Hour 10.0,5G_TN,Tower_2,100.0,81.70278678152859,18.3,18
36000,Hour 10.0,5G_TN,Tower_24,100.0,86.22089978188674,13.78,35
